x.bar,y.bar,xybar,x.edge,y.edge,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,letter
10,9,16,2,8,12,11,7,10,11,?,14,?,5,6,Z
5,15,13,5,2,8,?,13,13,11,14,14,?,10,6,V
10,8,10,9,3,10,10,6,7,11,15,?,9,12,6,M
9,14,17,2,3,?,?,5,5,7,15,?,14,9,3,F
10,10,10,3,1,12,10,?,1,10,15,?,?,16,2,H
12,15,6,8,3,9,11,?,11,14,14,12,?,11,6,N
11,10,10,5,9,6,11,6,8,13,15,14,9,?,6,E
11,10,10,4,6,14,?,11,14,12,12,10,13,10,?,O
14,3,16,2,1,13,11,5,?,18,12,14,10,15,?,J
10,11,12,4,5,9,11,7,11,?,13,11,?,10,7,D
12,8,12,4,11,7,12,6,?,?,13,12,16,7,8,X
8,13,9,3,7,10,12,7,7,11,?,13,9,13,7,R
10,14,11,12,5,7,?,?,10,8,14,?,17,11,9,W
10,10,10,3,11,?,11,9,12,13,?,11,12,?,7,S
10,12,10,5,10,7,?,11,?,14,10,13,13,12,9,Q
9,11,6,8,1,11,11,11,14,12,15,13,?,8,9,U
8,11,14,3,6,10,?,?,6,13,16,16,14,7,?,E
9,10,8,3,4,12,11,?,8,7,14,?,12,11,7,D
18,2,17,3,4,5,10,10,11,14,?,10,7,12,?,A
9,12,12,8,9,11,11,8,10,?,14,14,15,?,8,V
5,14,12,6,2,6,12,6,7,9,15,16,?,11,4,W
10,10,11,6,7,11,?,10,11,8,13,13,12,13,?,O
9,7,8,3,3,4,10,6,8,?,?,14,?,12,1,A
9,13,16,2,3,7,13,4,7,?,14,15,?,12,4,P
11,12,11,7,13,6,11,8,14,9,10,12,?,13,?,H
10,13,11,4,8,8,11,?,9,10,13,13,?,10,7,F
10,11,13,4,5,9,10,9,11,?,14,11,?,11,8,D
9,9,10,4,6,9,12,10,?,11,13,?,12,11,2,X
10,9,14,5,7,?,11,9,11,12,15,?,12,7,?,E
9,10,8,3,9,14,?,7,8,11,13,15,12,?,?,Z
10,10,9,4,8,14,12,10,?,14,?,9,12,8,7,E
8,10,15,2,5,9,12,4,?,12,15,?,11,7,?,E
10,11,9,5,4,10,11,7,7,?,16,15,?,11,6,H
6,15,12,2,4,12,14,8,?,?,?,?,14,14,4,P
10,8,9,9,1,8,?,7,10,11,?,13,12,?,9,U
11,8,14,8,9,9,12,10,?,11,13,?,?,9,6,B
12,8,14,3,4,9,11,6,?,8,14,14,12,10,6,D
12,12,9,5,9,?,?,4,8,13,13,15,12,10,6,I
8,8,10,8,6,9,?,?,14,13,15,?,13,10,11,C
9,8,7,1,11,11,11,5,?,10,?,13,13,9,?,S
7,15,10,3,7,10,11,9,?,12,12,?,8,?,5,R
9,9,18,0,1,8,11,11,12,?,12,11,?,5,5,I
5,8,10,0,9,15,?,4,?,20,11,15,?,7,3,E
10,13,16,6,5,8,13,12,10,6,?,?,13,11,6,P
10,11,13,8,7,6,8,10,16,7,15,11,17,8,?,F
10,10,11,5,5,?,10,7,7,?,14,14,13,11,4,D
10,9,10,3,1,11,11,?,2,11,?,?,13,15,1,U
5,15,14,2,4,8,11,9,10,8,13,11,?,7,5,F
8,8,10,9,8,10,12,9,?,?,13,13,?,7,8,L
9,11,10,2,6,15,12,5,7,18,13,12,13,?,3,C
9,7,9,8,0,?,10,7,7,11,14,?,11,17,6,M
9,9,13,6,5,?,?,13,16,14,?,?,12,8,11,K
8,14,10,2,6,7,13,2,?,?,15,17,9,13,1,R
9,12,15,7,6,?,12,?,14,7,?,11,13,13,5,P
8,10,7,2,6,16,?,?,?,18,12,11,10,8,5,C
12,12,10,5,10,5,11,7,?,11,?,15,?,12,8,H
11,7,8,6,6,?,?,10,14,6,13,13,12,14,9,O
6,11,15,4,2,?,10,5,6,12,15,15,14,?,3,U
8,13,14,2,5,9,9,10,?,8,?,12,16,6,7,T
12,8,14,3,4,10,11,5,8,9,?,14,12,9,5,D
14,4,17,2,1,12,10,7,8,17,?,?,?,14,?,J
10,7,10,12,3,11,9,?,?,11,11,10,10,16,9,M
10,9,8,5,7,?,13,2,5,12,?,17,10,10,4,K
10,12,8,1,0,5,?,3,3,?,15,?,14,10,?,Y
11,9,14,5,10,?,14,11,9,?,12,9,?,10,6,E
4,13,13,5,3,12,11,?,14,14,?,13,15,8,9,U
8,13,11,1,3,7,?,4,6,?,?,16,15,6,3,Y
8,9,10,5,5,?,12,7,8,8,13,?,13,11,4,D
17,4,15,4,4,7,12,9,?,10,?,?,10,12,7,A
6,10,10,6,3,10,13,?,12,14,11,10,9,?,3,K
6,12,14,5,3,11,13,4,5,12,16,?,14,10,2,U
17,3,16,9,2,?,8,13,16,12,17,12,8,?,8,M
9,11,9,5,0,14,12,?,7,?,13,13,13,19,1,H
11,8,10,3,5,12,12,7,?,13,13,?,12,12,4,Q
9,9,8,5,1,?,12,8,10,12,13,?,12,10,6,U
8,13,12,8,3,?,11,9,12,11,15,13,12,9,7,N
11,12,11,8,8,?,9,7,9,9,14,?,17,11,6,J
6,11,13,5,5,9,?,10,14,?,16,13,?,8,9,K
11,10,9,5,10,9,12,6,?,?,?,?,11,13,5,E
13,7,13,11,3,7,10,12,16,10,?,?,10,9,8,M
2,20,16,0,3,8,9,8,?,7,12,?,12,12,4,F
11,11,10,7,5,13,11,?,15,7,15,12,11,?,9,O
11,19,8,1,1,5,11,3,2,11,14,18,13,?,?,T
12,10,14,4,5,12,11,?,?,8,14,?,12,9,6,D
7,17,9,4,8,10,?,10,12,13,12,11,8,13,6,R
8,14,10,5,7,?,11,8,10,12,13,?,?,14,5,R
10,9,12,10,8,?,?,14,13,12,12,10,7,?,8,R
8,11,10,4,7,?,10,6,10,9,15,15,?,9,5,R
11,10,8,5,8,11,10,9,10,?,14,12,?,8,?,X
9,6,9,5,4,4,10,6,12,?,13,14,12,12,?,A
8,10,10,6,9,14,?,10,14,13,?,14,13,10,10,T
7,13,14,2,4,7,13,?,3,7,?,17,14,?,2,F
10,9,10,6,7,9,10,7,10,11,15,?,13,9,?,D
10,8,8,4,12,8,12,10,13,?,14,11,11,10,?,X
9,9,12,11,3,?,9,5,10,?,17,17,?,9,5,M
10,9,10,11,0,7,11,12,14,11,13,9,14,?,6,W
11,8,10,9,3,10,?,5,?,11,15,19,10,12,5,M
16,5,13,4,5,5,?,9,13,13,11,8,10,11,7,A
12,11,7,5,6,13,?,?,14,13,?,10,11,13,4,Q
9,13,17,2,4,8,13,12,13,5,14,11,13,?,8,P
9,9,6,8,0,14,11,?,8,11,13,14,12,?,4,N
6,7,5,1,3,?,9,?,8,12,?,11,12,5,4,L
7,14,17,4,5,9,11,?,10,6,13,11,12,10,?,P
9,10,14,3,5,?,12,?,6,13,15,14,11,7,?,E
9,11,15,2,3,7,?,?,4,5,15,15,12,11,3,P
11,6,11,6,6,11,9,8,9,10,16,?,14,12,8,Y
11,14,7,3,7,?,13,?,11,14,11,13,?,12,?,Q
12,9,10,4,7,8,12,7,8,14,11,?,?,13,?,Q
12,10,8,7,3,?,10,?,8,6,13,?,15,10,5,N
10,9,8,3,8,11,10,6,8,12,13,?,12,7,3,X
6,19,14,2,6,9,12,?,9,4,13,13,14,15,?,P
9,9,13,8,5,?,10,5,9,10,15,15,14,8,5,H
10,10,13,3,4,10,12,7,6,10,14,14,12,?,?,O
10,10,8,3,7,7,12,?,6,14,14,15,?,?,3,Q
15,9,14,0,2,?,9,?,6,9,12,15,13,?,3,J
11,10,12,10,3,6,?,?,15,11,15,13,10,9,11,M
11,11,8,6,13,9,15,7,13,9,?,15,10,9,8,J
12,8,14,3,7,9,13,10,12,?,13,11,?,8,5,S
7,12,13,3,4,9,10,?,?,8,?,12,13,9,9,F
11,10,11,3,6,8,11,5,8,?,?,15,11,12,?,Q
7,13,9,3,7,10,11,9,?,?,11,11,?,13,7,R
6,11,14,2,3,8,11,5,5,15,?,15,13,?,2,C
14,7,11,4,11,8,9,10,15,?,?,14,?,10,9,Z
10,8,10,3,1,12,13,1,3,?,16,18,?,?,1,U
7,9,9,3,4,11,?,3,3,8,14,17,13,12,1,D
9,11,8,3,8,13,12,6,?,13,14,11,12,?,?,E
10,10,10,5,4,?,10,11,12,10,16,15,12,13,?,O
9,13,8,6,6,9,?,11,15,12,15,?,14,6,?,Y
5,10,10,4,4,10,?,10,?,14,12,?,11,15,3,K
11,9,14,7,6,9,12,13,13,?,17,?,15,7,6,X
9,10,7,4,9,11,11,8,10,12,14,?,11,7,6,X
6,10,16,2,4,11,13,?,11,?,11,?,15,11,?,C
4,14,13,5,2,7,14,12,?,11,13,?,16,10,?,V
6,8,9,3,1,6,13,2,?,?,15,?,10,?,0,K
8,11,8,4,6,10,11,8,?,14,?,12,10,9,?,K
9,11,10,5,1,?,11,9,11,11,11,9,14,11,5,V
9,12,11,3,12,12,11,?,10,8,13,13,11,10,5,S
10,11,12,1,9,10,?,9,7,12,?,12,12,?,4,E
9,9,8,8,11,8,13,8,9,11,13,?,11,10,8,H
10,9,9,3,7,10,11,?,3,10,15,17,13,?,2,X
2,0,0,0,0,12,11,?,8,?,12,17,11,10,2,L
10,7,10,4,0,17,11,6,?,11,12,17,14,16,4,U
12,8,15,8,7,?,10,15,16,10,16,12,13,?,10,H
11,9,12,3,6,9,?,6,7,?,14,12,11,9,5,B
7,10,9,8,7,8,11,?,11,12,13,11,13,?,?,C
10,11,12,8,9,8,?,10,9,10,14,12,?,8,8,B
13,7,15,8,8,?,?,12,10,13,14,13,9,10,6,B
8,13,16,3,7,8,9,10,10,?,?,11,15,7,4,T
14,10,13,7,2,10,11,9,11,6,?,14,?,9,6,N
12,10,9,8,13,10,14,?,12,10,?,12,10,9,9,S
9,9,13,4,4,9,11,9,11,12,?,12,?,6,5,X
11,9,11,6,5,?,10,?,8,10,?,16,8,8,?,K
10,5,9,3,1,2,11,3,3,11,?,17,11,?,1,A
9,9,9,1,5,?,11,7,8,15,?,13,10,11,5,G
4,9,9,4,4,9,12,?,?,14,12,15,?,14,4,K
11,11,17,2,7,6,13,9,8,?,?,12,11,8,4,I
1,2,1,1,0,10,?,5,6,?,13,13,12,10,?,L
8,9,8,3,6,9,12,3,5,8,14,18,?,11,4,R
9,10,11,5,8,6,11,7,11,13,12,15,13,13,?,Q
8,10,10,6,9,?,9,7,10,12,14,12,10,?,8,X
11,13,11,4,5,?,12,6,8,11,14,?,8,10,7,R
13,9,15,4,7,?,?,9,11,11,15,14,11,6,?,E
8,9,9,5,7,11,?,9,13,?,13,12,10,9,8,K
9,11,11,3,12,13,11,7,?,9,13,?,13,?,4,S
9,9,13,1,11,16,10,?,?,11,13,13,12,4,?,Z
10,9,7,3,4,8,12,2,5,?,?,15,12,11,4,Q
9,9,8,1,6,11,12,?,7,14,13,12,10,?,4,G
12,8,11,5,11,?,13,14,12,9,14,12,12,?,?,G
6,10,11,3,5,9,?,10,?,13,?,10,10,?,7,G
9,10,12,3,5,10,13,?,?,13,14,16,11,10,4,G
9,9,13,4,5,11,?,?,9,11,?,12,13,13,6,O
9,10,9,5,7,9,10,9,10,10,12,?,13,?,?,D
6,11,13,3,5,16,12,9,11,17,?,13,?,10,4,C
4,12,15,8,2,?,?,12,14,14,14,11,12,11,?,N
9,11,9,7,7,8,8,8,?,9,15,14,?,10,?,N
10,12,13,7,2,?,?,?,?,9,16,17,13,10,4,N
11,11,14,3,9,10,13,10,12,?,14,12,?,?,?,B
17,3,16,9,2,7,?,14,?,13,?,11,9,13,9,M
13,8,14,6,6,10,10,10,12,?,14,?,12,8,?,D
10,11,13,5,4,9,?,12,?,9,16,13,11,8,10,H
11,7,8,4,1,17,13,?,10,10,12,17,?,16,4,U
8,11,12,1,5,9,11,8,8,5,?,?,14,11,6,P
9,11,9,8,6,12,10,11,13,?,?,12,10,10,9,R
14,4,17,3,7,6,12,?,8,14,12,?,12,9,3,L
11,12,10,12,8,7,?,10,12,10,16,13,11,12,?,O
0,4,2,0,1,8,11,7,8,?,12,13,11,?,5,L
9,11,10,1,5,?,10,?,?,11,13,13,13,7,?,I
7,9,14,5,4,8,10,11,16,15,?,14,13,6,?,K
9,6,12,0,3,10,9,6,7,15,13,13,12,5,?,L
4,11,15,3,3,?,10,11,13,16,13,13,13,9,7,C
10,9,9,4,11,6,12,?,12,11,?,13,14,9,8,X
8,8,11,4,6,9,9,9,?,9,12,13,?,10,8,O
14,6,15,4,6,?,11,11,14,9,16,13,11,?,7,X
10,11,10,5,11,9,12,10,14,14,11,16,?,?,?,Q
14,8,12,5,6,9,14,?,?,10,13,13,12,?,3,X
14,8,14,3,3,7,11,4,?,9,13,?,11,?,3,D
9,11,13,4,3,7,12,5,?,?,15,15,?,8,3,K
11,7,9,6,5,?,10,14,?,9,13,10,11,11,?,U
14,8,12,15,7,6,9,12,18,10,17,?,14,11,20,M
8,8,12,7,6,8,12,13,13,8,14,14,?,11,7,Y
7,10,9,5,9,8,12,10,?,15,14,14,12,?,9,C
10,10,10,7,9,8,11,8,12,9,14,11,12,?,?,X
11,11,10,9,4,?,12,10,13,8,12,?,12,11,10,H
11,8,8,8,2,9,?,5,6,10,16,?,?,12,5,M
8,8,9,5,8,12,13,10,15,13,?,?,?,13,10,L
12,8,14,3,3,8,12,5,4,9,?,15,11,?,4,D
5,3,2,2,2,13,9,9,12,5,?,11,13,11,?,L
10,10,9,4,6,8,11,?,9,15,11,?,13,12,6,Q
7,12,18,3,3,6,11,11,9,12,14,11,?,8,3,S
11,7,19,0,2,10,11,7,9,?,?,13,11,9,4,J
12,11,10,6,11,8,8,10,?,8,11,?,12,10,11,D
4,8,9,5,5,?,14,?,12,16,10,10,9,12,6,K
8,15,9,4,6,11,13,10,9,12,?,11,10,?,4,R
10,10,7,8,1,15,11,6,?,11,13,17,12,?,3,N
11,7,10,14,8,7,13,11,15,9,?,12,10,?,14,U
9,13,10,3,7,10,?,8,?,12,12,12,8,13,6,R
5,12,13,4,5,8,?,7,?,?,15,14,15,10,5,H
5,15,16,2,5,?,12,9,12,4,11,?,14,?,6,P
10,10,9,3,8,10,13,7,8,?,14,14,?,10,6,B
15,3,15,6,7,5,11,12,?,14,13,8,9,12,?,A
10,10,7,5,8,?,10,9,?,11,12,10,?,?,8,X
10,9,15,5,7,10,11,?,13,?,13,10,13,5,6,E
9,11,13,5,4,8,?,8,12,11,16,14,12,?,7,K
11,10,15,3,7,?,?,10,11,11,13,13,12,8,4,S
15,4,13,2,3,?,9,7,9,12,12,12,10,?,5,A
10,8,9,7,8,?,9,8,10,?,14,12,11,13,7,Q
10,11,17,3,6,7,13,12,9,7,12,9,12,8,?,I
2,19,16,0,4,?,9,8,?,7,?,15,14,11,5,F
10,6,11,0,3,8,11,4,5,13,14,?,12,7,?,L
12,10,12,5,7,10,?,9,11,10,14,11,10,?,7,R
11,9,10,6,12,?,15,?,13,10,15,?,11,9,11,S
10,9,10,10,6,7,12,7,10,11,15,13,15,13,?,O
9,9,9,4,4,12,11,7,8,?,?,13,14,10,5,D
9,11,11,9,7,?,12,11,14,?,13,10,12,?,11,H
10,13,15,2,5,8,13,?,12,?,?,?,15,11,9,P
11,11,9,10,7,12,?,8,10,5,15,14,13,?,5,N
10,12,11,4,7,?,13,?,12,11,12,11,8,?,8,R
10,11,11,3,6,6,11,5,6,13,13,15,12,?,?,Q
9,9,9,2,11,15,12,?,9,11,12,11,13,8,6,Z
10,11,10,4,2,12,13,5,?,?,14,14,13,11,1,U
9,15,8,4,2,4,12,?,?,11,12,11,14,9,6,V
11,9,15,2,3,7,12,5,5,7,?,15,12,11,3,P
5,14,13,7,2,?,?,10,12,12,17,15,?,10,?,N
13,8,12,7,8,9,13,?,10,10,14,12,15,9,6,D
3,3,3,1,0,?,10,1,2,9,14,16,12,11,1,L
9,9,10,3,5,9,?,?,?,10,15,16,11,12,1,O
10,10,10,1,3,7,12,4,5,?,11,15,11,6,3,I
8,10,7,1,6,?,10,9,?,?,?,12,10,9,6,C
10,11,11,8,11,8,10,10,9,9,?,14,?,11,7,B
8,11,10,8,5,7,10,?,11,?,13,9,?,10,8,J
6,5,3,1,2,11,?,5,5,9,13,16,12,8,?,L
9,16,18,0,5,?,11,9,?,2,?,13,14,10,4,P
1,19,16,0,3,8,?,8,11,?,10,13,13,10,3,F
11,10,9,9,6,?,11,8,?,10,15,14,13,10,9,B
6,13,15,1,4,?,12,7,7,8,13,13,?,?,3,Y
10,11,17,4,5,6,12,?,10,10,16,?,13,11,?,S
7,15,9,4,8,10,12,10,?,12,13,?,?,14,6,R
5,8,7,1,8,?,?,8,8,17,11,12,12,8,?,E
9,13,10,3,7,?,?,8,9,13,?,11,?,14,6,R
11,8,12,4,11,12,9,8,10,?,16,?,12,10,?,B
5,11,10,1,9,16,?,?,?,20,11,?,15,6,5,E
8,11,9,3,12,15,?,7,8,10,13,14,12,11,5,B
10,10,9,2,10,14,12,4,5,?,?,16,13,8,4,Z
11,8,9,3,2,4,?,?,8,11,?,?,12,12,1,A
11,10,8,9,11,10,7,10,14,12,?,?,?,9,11,T
9,11,12,9,9,9,12,12,12,14,12,10,7,10,?,R
1,17,16,0,3,?,11,7,7,9,12,12,13,11,3,F
9,11,9,4,8,11,11,7,?,11,14,13,?,8,5,E
10,9,11,4,8,15,10,8,?,14,11,11,13,10,?,E
10,11,10,8,7,7,8,7,8,9,14,14,?,11,?,R
13,9,17,5,6,8,12,?,13,7,?,?,13,10,7,P
9,9,7,8,1,15,?,7,10,11,12,15,12,17,4,N
11,11,9,3,12,10,11,5,5,10,14,16,13,11,?,S
8,15,11,3,2,9,13,8,?,10,13,10,15,7,7,T
8,10,10,6,11,7,14,8,11,13,?,14,14,11,7,E
8,11,14,4,4,?,?,7,9,13,?,14,?,7,6,K
11,8,9,10,3,?,9,5,6,11,15,16,12,12,?,M
10,10,8,5,7,7,11,7,8,14,?,13,17,?,7,L
8,14,9,6,7,6,14,10,14,?,?,11,12,11,6,V
9,10,8,3,11,?,?,7,?,?,11,13,11,11,4,B
6,11,13,8,5,12,12,16,16,?,15,?,15,?,8,K
10,11,16,2,7,?,10,?,8,10,?,14,14,6,5,Z
8,6,8,4,3,4,9,4,9,?,14,16,11,12,3,A
11,5,8,8,11,11,9,11,14,14,?,?,11,12,10,Q
10,9,6,5,8,?,13,9,?,12,?,11,10,12,11,Q
9,9,10,4,4,?,12,?,5,10,15,18,13,?,?,H
14,8,15,0,1,7,?,3,?,11,14,14,11,8,4,J
11,11,9,4,7,10,10,?,?,8,13,13,11,10,5,R
12,10,12,5,7,9,?,10,?,11,14,13,11,11,3,O
9,12,10,8,1,10,10,?,14,?,15,11,15,11,?,N
11,10,10,3,4,?,12,3,4,11,15,?,?,11,2,O
2,16,16,0,3,?,11,9,10,12,13,?,13,9,?,F
5,13,13,2,3,?,11,9,?,?,13,10,?,6,4,Y
8,9,8,3,5,9,?,3,5,12,16,18,13,10,3,G
11,8,18,1,2,9,11,6,7,13,15,?,11,?,3,J
8,14,18,3,3,7,?,10,11,8,?,14,15,9,6,F
11,7,9,5,9,11,10,10,?,12,13,?,?,13,10,Q
5,14,13,5,2,?,12,12,13,?,12,14,14,?,?,V
12,8,14,3,4,9,11,?,6,9,?,13,13,?,5,D
14,11,9,11,0,5,11,7,8,?,13,11,12,13,?,W
7,9,10,4,6,17,?,10,12,8,12,12,12,10,6,D
12,8,12,4,7,?,8,5,7,?,14,13,13,10,?,J
6,6,4,1,2,9,10,8,8,?,?,?,11,9,4,L
8,11,10,2,10,15,11,10,?,13,13,10,?,?,6,Z
9,15,9,16,3,5,?,?,16,11,16,11,16,10,?,W
9,10,10,0,6,12,?,2,2,19,15,18,10,?,0,C
9,9,9,3,9,13,11,7,9,?,14,13,12,12,?,B
5,5,3,1,2,10,9,5,5,10,14,?,?,7,?,L
7,16,14,1,2,8,9,5,4,7,?,15,15,9,?,T
9,4,12,1,3,9,10,8,?,15,11,?,11,5,2,L
4,14,13,3,2,7,12,11,11,?,?,14,13,10,5,V
8,11,18,0,2,?,9,8,9,11,13,11,13,6,?,I
6,14,12,2,4,?,12,1,1,6,14,16,?,13,?,P
10,11,15,4,7,?,9,14,?,9,12,11,?,7,6,T
9,13,9,3,0,5,12,9,10,?,?,?,?,12,2,Y
10,9,9,8,3,?,13,11,?,?,14,12,14,10,4,V
15,4,14,3,4,6,10,8,9,11,13,?,11,10,6,A
6,9,9,4,4,9,13,9,8,?,?,12,11,14,5,K
10,9,6,8,0,?,12,7,11,11,11,17,13,19,?,N
15,8,14,1,2,7,?,3,?,10,14,15,11,8,4,J
5,16,16,1,2,?,10,8,?,7,14,15,17,?,4,T
6,13,14,9,4,?,10,11,13,8,?,12,17,9,11,F
11,8,9,4,5,13,?,11,12,11,12,?,11,13,8,O
11,9,10,14,3,10,9,9,11,?,13,10,9,10,?,M
10,8,15,1,6,10,?,8,9,?,?,14,10,5,5,Z
12,9,17,1,2,6,12,9,11,?,12,12,11,6,?,I
7,9,13,8,3,?,11,6,6,14,17,?,10,10,5,M
7,16,12,3,2,?,12,5,6,9,?,15,15,10,3,V
8,11,15,4,6,8,11,?,14,11,16,14,13,?,6,K
11,8,9,7,0,9,?,2,2,10,15,?,10,16,?,M
9,9,9,4,7,10,12,4,5,13,?,18,13,8,?,K
11,10,13,3,5,8,11,?,5,10,15,?,10,9,?,R
14,8,14,0,0,?,12,3,4,?,14,13,10,7,1,J
9,11,16,1,1,6,12,4,4,10,13,?,11,?,1,I
10,11,9,2,13,9,13,7,9,11,13,?,10,?,7,Z
9,12,9,11,7,11,?,9,10,12,?,14,12,?,10,M
9,6,9,2,4,9,10,9,9,11,14,?,?,6,4,L
7,15,12,2,4,9,11,?,3,5,14,18,13,?,2,P
10,9,10,8,14,?,7,10,?,12,14,13,13,9,10,D
11,9,8,3,5,11,11,7,9,?,12,?,10,?,6,Q
8,9,10,1,5,13,13,2,4,19,?,16,11,?,1,C
6,13,15,2,4,10,10,12,12,7,14,14,?,?,?,Y
13,8,16,2,2,7,9,?,6,10,13,?,?,8,3,J
9,11,9,10,1,?,12,?,10,?,16,13,13,12,4,W
8,13,13,7,1,7,12,6,?,?,16,17,12,9,?,N
8,12,10,8,12,9,14,?,12,15,12,11,13,?,?,E
9,8,14,6,6,8,12,?,9,14,?,15,11,7,?,K
10,7,9,3,5,6,8,6,8,?,15,?,13,?,6,A
8,9,10,4,14,?,9,10,15,?,15,13,15,11,15,S
7,10,9,5,9,6,?,?,11,15,11,12,12,9,?,C
8,15,11,3,1,6,?,6,7,11,14,13,13,?,4,V
16,3,17,6,6,?,10,?,12,15,11,7,7,12,6,A
10,10,8,4,7,9,10,?,?,10,14,13,13,?,6,B
9,10,12,4,5,11,11,10,12,12,13,?,13,12,?,O
10,10,9,2,9,11,11,4,4,?,13,?,13,8,?,Z
8,9,13,4,4,8,12,?,?,14,16,16,13,?,6,K
8,10,11,5,8,?,11,10,11,11,14,?,11,10,8,T
10,9,9,7,11,?,?,9,13,14,12,10,12,9,10,E
15,6,12,1,8,?,11,7,14,?,10,12,11,?,6,Z
7,10,9,4,5,?,10,?,10,6,12,17,13,10,5,D
9,10,7,0,10,7,?,2,1,11,15,?,12,9,2,S
9,10,13,4,4,8,11,7,10,13,17,15,?,6,7,K
11,12,17,7,9,8,?,13,14,?,?,12,16,10,8,P
9,8,11,6,10,10,14,?,12,?,12,10,12,11,8,P
7,13,10,4,2,10,12,8,10,13,13,13,14,?,6,U
7,10,9,5,11,8,14,?,14,14,?,12,?,9,10,C
10,9,7,2,12,?,12,7,9,14,?,11,13,?,7,S
8,16,17,2,3,8,10,7,?,5,15,?,15,?,4,F
9,6,11,2,3,?,10,7,6,13,?,14,9,7,3,L
7,11,10,4,8,8,12,7,11,14,13,?,?,?,8,C
10,14,14,5,10,7,11,9,?,7,13,?,15,?,6,F
9,8,9,3,7,?,12,?,10,13,15,14,12,11,?,L
10,7,11,5,6,?,?,8,12,11,13,?,?,8,7,J
13,10,13,3,7,8,11,10,?,8,14,14,12,9,8,B
7,11,11,4,10,11,9,?,9,?,13,15,13,8,8,T
7,8,11,6,8,9,10,9,11,?,11,?,13,12,7,G
9,9,10,5,6,10,10,5,6,12,?,?,10,10,?,G
8,9,12,2,5,16,14,?,10,19,?,?,13,8,3,C
12,7,9,4,11,11,?,12,12,9,?,11,?,11,9,Y
8,11,18,0,2,?,9,?,9,11,12,13,12,7,5,I
13,7,18,4,5,10,11,?,?,13,13,11,12,11,3,I
10,10,13,6,3,8,?,6,7,13,?,15,11,7,4,K
9,8,20,2,2,9,9,9,11,14,13,12,?,?,4,J
7,9,9,5,5,17,11,?,10,7,?,16,13,?,5,D
5,16,12,3,1,4,14,7,7,?,?,15,15,10,?,V
8,12,8,3,7,13,13,8,9,10,?,?,11,13,6,R
13,8,15,0,2,7,11,5,5,?,13,11,11,7,3,J
6,6,4,1,3,?,10,7,8,?,13,12,14,?,3,L
9,10,13,5,4,?,12,11,?,11,16,12,12,7,?,K
10,10,10,0,3,?,11,3,?,10,13,15,13,8,?,I
11,9,15,1,3,9,8,7,9,12,12,12,11,6,4,J
11,9,8,3,4,9,?,2,3,11,15,19,?,11,?,Q
7,13,10,3,8,?,12,11,11,?,10,11,10,14,8,R
8,12,13,3,6,9,?,7,?,9,?,15,13,8,4,S
11,9,12,10,3,6,10,8,?,10,16,?,11,9,?,M
10,10,18,0,2,8,10,?,9,?,11,11,?,5,3,I
11,9,12,5,10,?,11,16,13,8,13,?,13,?,7,G
11,13,8,6,4,10,12,13,12,?,14,14,17,?,4,V
9,9,8,4,6,8,12,7,7,?,14,14,12,8,?,K
11,8,9,10,4,10,8,4,8,?,16,17,14,12,?,M
11,8,19,2,0,?,?,4,?,14,14,14,13,9,2,J
10,11,11,8,5,?,10,?,10,?,16,15,12,7,5,K
10,9,13,8,5,9,12,12,11,12,15,?,13,?,6,K
10,10,9,9,4,7,13,7,?,12,?,?,14,9,7,A
7,15,12,2,4,?,13,?,12,5,13,11,13,14,?,P
5,13,14,2,3,8,?,13,?,?,13,13,16,6,7,Y
11,10,12,5,9,10,11,?,14,12,?,?,11,?,9,Q
7,12,12,8,4,?,9,15,13,12,16,13,13,?,7,K
8,12,12,3,6,10,?,9,14,6,?,10,15,11,10,P
8,12,10,3,5,9,11,2,2,11,?,?,?,13,?,R
9,13,17,4,8,6,12,8,?,?,?,15,11,9,5,J
5,11,12,8,5,13,8,12,?,13,15,14,17,8,8,U
6,16,15,1,3,9,10,?,8,6,?,16,16,7,5,T
8,13,15,7,5,8,?,16,?,6,15,?,14,12,7,P
11,12,9,7,11,9,?,6,11,11,13,14,13,11,10,F
18,5,17,1,1,?,?,7,8,12,11,11,12,10,3,J
10,3,9,3,4,5,?,9,12,10,14,12,11,9,6,A
9,10,13,5,3,8,10,4,6,11,14,?,12,?,5,H
7,15,10,4,8,?,12,9,?,?,12,11,9,14,4,R
10,11,10,7,13,8,12,?,14,10,11,?,12,11,?,F
11,20,9,1,0,7,12,6,8,?,12,?,13,?,2,T
10,10,8,0,12,12,?,9,9,11,14,?,13,8,7,S
8,9,8,7,6,10,13,8,10,?,13,?,12,?,7,L
7,11,15,4,6,11,?,11,16,11,?,12,15,7,8,X
6,13,16,2,3,10,?,5,3,?,15,16,?,9,2,C
4,2,1,0,0,10,12,2,3,?,15,17,12,11,1,L
6,12,13,4,3,?,9,8,8,12,?,16,?,10,?,U
9,10,18,0,2,?,?,7,8,?,13,14,12,?,4,I
9,12,19,1,0,7,10,6,8,8,15,14,?,7,3,J
8,12,13,7,1,?,?,6,7,10,?,14,12,10,5,N
12,10,9,11,1,5,11,7,9,12,16,15,13,12,?,W
11,11,11,4,7,?,11,10,12,10,12,10,8,?,8,R
14,4,14,3,3,?,12,4,6,13,?,15,9,10,?,A
8,13,13,1,3,?,10,3,5,7,14,14,?,?,3,Y
